epoch,loss,val_loss
0,95.15567583072968,39.80679243625074
1,40.88413366127067,34.747443044022816
2,35.994403945883,30.193674072594117
3,33.1836382488537,27.96785249992423
4,30.429833258830023,26.427349889023017
5,27.326245104509763,22.553791366595135
6,19.112035162588327,17.264464038100908
7,16.10958050429475,14.415407575473601
8,13.860812128745996,16.67138091014409
9,13.761940890883137,14.42213875063661
10,13.222697876347853,13.620562475950718
11,12.623999776293871,13.61804005948778
12,11.765520298833422,12.129486389043782
13,11.617368756028723,11.369783464291716
14,12.100660723250728,12.92124719905397
15,11.565846428742018,11.652215297104936
16,11.424406896353664,11.083065720175785
17,11.576943941047931,12.149011009271586
18,10.8379566393371,10.64929866968639
19,10.83862175856025,10.233342813366058
20,10.468729663328771,9.820064078089452
21,10.541187333840607,10.710281199399917
22,10.240805144012995,11.048468672302686
23,10.12210279436932,10.251191851742794
24,9.696731195019002,9.173095077401449
25,9.398376715987334,8.976717594537243
26,9.633487427615288,9.01066743685668
27,9.1809071986166,9.748489021178813
28,8.819928457897785,8.635398471953014
29,8.868667501429787,9.479433945611719
30,9.028389725249724,9.163838312664401
31,8.33678705265933,8.367437617418249
32,8.2227923026991,8.221079837023728
33,8.336138041859584,8.011228732309617
34,7.929288861929969,8.701393774588412
35,8.151348860612606,7.7748533451233985
36,7.587953955262633,7.796136005690299
37,7.390069309649414,7.737229127589008
38,7.397602265854903,7.027262729194354
39,6.872031174891921,8.101786227491736
40,6.96143654764856,7.116176496827882
41,6.833025456538217,6.285151412868387
42,6.656452783241299,7.650919858862009
43,6.74830860657331,6.624226134879525
44,6.500235442042815,6.64279596127659
45,6.347659269311134,6.016363220992436
46,6.383129447491393,6.997682690311303
47,6.136224837826819,6.030417830416906
48,6.099235068089465,6.154073834953183
49,6.00957931873536,6.9686314931617055
50,6.045335743357226,5.652658716848586
51,5.650359347488598,5.489565154638782
52,5.567353458742497,5.726873718884718
53,5.86175417002761,5.60193199550346
54,5.773757294398662,5.502393055309297
55,5.5768660889379085,5.803467079839817
56,5.459546656592812,5.284948927445509
57,5.331673003454966,5.3495878909948855
58,5.280550365772608,5.406651443047554
59,5.2055774137471955,5.38566382580786
60,5.183354641185775,4.966526729227608
61,5.04741519163787,4.996159877170763
62,5.020532370527258,4.895946723905853
63,4.991683319335063,5.610828162892668
64,4.975614835155728,4.926769818640082
65,4.7248222619010365,4.73990659312386
66,4.721472040323658,4.764600612495178
67,4.670985108635666,5.119822039260685
68,4.613474410398488,4.982028820977035
69,4.5393985789044,4.516758438413983
70,4.438764500757604,4.885096560077975
71,4.3481642485368,4.805601088782335
72,4.326674048066021,4.528104925993733
73,4.155069488200924,4.649335971368233
74,4.2842218185350385,4.2587882481541754
75,4.239828060636434,4.154653734327032
76,4.26415143393281,4.235439327569343
77,4.225977863476996,4.1868566532815406
78,3.9931362229065335,4.154150371469522
79,3.8756116911725096,3.974342489351655
80,3.929115575259979,4.44720551879183
81,3.84585445420029,3.7195938520075122
82,3.8560119588967567,3.989286019175094
83,3.799108918203556,3.814046891843331
84,3.8363373598377906,3.9208502025054774
85,3.725578533560312,3.8960061529725283
86,3.707406854093267,4.124393741644628
87,3.6403434660716294,3.6115246332791844
88,3.5742233927892633,3.7239137539211957
89,3.6213986682841,3.583758410792208
90,3.4458959116440036,3.8978391399134265
91,3.5144357419739505,3.7162845956364245
92,3.430860729819837,3.554323572520037
93,3.4185284491404317,3.4480802465640648
94,3.4508327849020937,3.913313805082507
95,3.3801825052263275,3.4223628402624136
96,3.207892154814502,3.407927571871753
97,3.324149696167129,3.4972488914111
98,3.152486385082482,3.3152842046070106
99,3.1500165883763676,4.192879554467121
100,3.184447607131671,3.296115632438382
101,3.0482277021422144,3.0291671246965888
102,3.023714328581018,2.9534239231015196
103,3.0598003269474265,2.90831384871395
104,3.149616138984722,3.2082090783861417
105,3.0096233691391667,3.2598975325047306
106,2.9932326133859157,3.0247140135619937
107,2.9540881231408447,3.0077594645731014
108,2.9131314459467346,2.912930143225799
109,2.8787263776836487,2.8965552452292775
110,2.814693456347828,2.9393171159270435
111,2.7526734960069956,2.8098286237579804
112,2.813238992360988,3.2223291483912613
113,2.790549148221121,2.7479773172283855
114,2.730310506868266,2.69819368226249
115,2.7268841641337516,2.9954787908476184
116,2.682559071374611,2.967752399539134
117,2.6536415243993297,2.688170349950856
118,2.6371936365501125,2.977350517163319
119,2.6002292926452726,2.792235526158824
120,2.6028232721824294,2.831197817167065
121,2.634157967428416,2.653867693495537
122,2.5683142119514644,2.692750853597229
123,2.516222794907404,2.6582412877228623
124,2.421740213945207,2.515619816038204
125,2.489480496266491,2.5345654701910525
126,2.5700079410699956,2.93868268277719
127,2.511007536858514,2.6636183106551297
128,2.4923895776012137,2.5716654173421816
129,2.432839616646022,2.568893187502126
130,2.399514302908448,2.89198734438602
131,2.423156887343657,2.4641080263161355
132,2.3861930243333984,2.5843954998585796
133,2.37330506658363,2.566014834626624
134,2.3462013747662853,2.6147224091048678
135,2.381330753912672,2.399742580923088
136,2.3482628577915987,2.684679934116092
137,2.3076150324941005,2.5680447704772353
138,2.3275075814991357,2.466232673839021
139,2.2339029805031623,2.587750460836549
140,2.2423613878625472,2.7038859638998844
141,2.2708782579621314,2.443374589117193
142,2.208424486462449,2.5062936479106557
143,2.1866898905440157,2.6792610994334494
144,2.246929183855885,2.309414434256108
145,2.1817245576582738,2.5151596423649454
146,2.2061168121779944,2.562386242711725
147,2.1108992624945007,2.395916364429844
148,2.268970309422569,2.3420377652241604
149,2.09836630315773,2.277262706851807
150,2.2569075121547737,2.409611534343334
151,2.1237574949977382,2.501384059785929
152,2.0917819033135365,2.436628288671592
153,2.0927323180081623,2.3443443899535525
154,2.061175867819299,2.302889334416576
155,2.15538556141264,2.3866635195567407
156,2.1179482340267497,2.423992454222929
157,2.047056724726804,2.313422060740157
158,2.0441650955671253,2.3022352145017866
159,2.06380641971693,2.2580419416055015
160,2.008895725688245,2.284172482886609
161,1.991378087039953,2.266886229869819
162,2.051248487058037,2.2879868489879516
163,2.0426024169679886,2.313063919668198
164,1.9690257347845694,2.3489204041944465
165,1.9986853627372745,2.372727365372441
166,1.9563676491737858,2.5392007140505624
167,1.9873463198465013,2.2188719484550337
168,1.9978920873379507,2.437168526054379
169,1.9322129535913184,2.319979970511208
170,2.005976750856775,2.2705468311642405
171,1.9518423174678294,2.2180003680940192
172,1.9593078425568053,2.6773360026772886
173,1.8923966560011196,2.213155105485422
174,1.9528287588319126,2.400373549211094
175,1.8999328696705806,2.456226819070526
176,1.9197112462870414,2.1693272436837967
177,1.9330445814768047,2.17115389900714
178,1.90320233284082,2.294867673034618
179,1.9221704076048536,2.3919471599552673
180,1.8896554512137993,2.1731325706413696
181,1.8798390302038375,2.2441593532067006
182,1.8891298017042801,2.173261045700451
183,1.8853096573570471,2.1146105610108497
184,1.8514130890755216,2.2394524168507
185,1.859176373736469,2.16633146231857
186,1.9191762270066093,2.224789790104441
187,1.7924797591719548,2.140052013633437
188,1.8600080235342085,2.114573998614223
189,1.7701318324701099,2.3055060567947083
190,1.8500823849074326,2.0948407632455095
191,1.7937435608002392,2.139466334881155
192,1.733680911914918,2.1114234551819404
193,1.8377249977677295,2.087422542565244
194,1.7364640061252314,2.084724764613812
195,1.7821459864134708,2.1011618894718396
196,1.813418912040398,2.167864712714686
197,1.7887438969641396,2.401539139860688
198,1.762307940804263,2.134605222897879
199,1.7584542871055808,2.067747945755933
200,1.7419802261156765,2.1131510077365547
201,1.7706456103067927,2.123699163268147
202,1.7189873393046908,2.1229903837335695
203,1.7142825116781948,2.025967839074467
204,1.6987089464296095,2.117268186216256
205,1.6908580817171537,1.9882797650620418
206,1.6675931616584705,2.1222372563877276
207,1.7111337239095026,2.3498930709682555
208,1.6602519601547483,2.0345208177906726
209,1.702275337793506,2.23175084885567
210,1.6509839906671493,2.169761653914495
211,1.6708478741916997,2.035479221744527
212,1.6738674772375313,2.2248840601394817
213,1.6129440421365668,2.0652268374924154
214,1.626125697386894,2.144545907915725
215,1.6397241230480424,2.08557151392033
216,1.6305174648000573,1.999175205825313
217,1.6285938210826911,2.052830103231701
218,1.6305879418832845,2.030152397530011
219,1.6219617441025598,1.9762580086964556
220,1.654442007457664,2.0812166536316363
221,1.6089193622387077,1.978099061130593
222,1.5939878057699863,1.9628126722172958
223,1.5669515556480698,1.9865853179189623
224,1.5712180825220525,2.0067010057036145
225,1.6151677765244699,1.9987443190031589
226,1.6173815586812945,2.1160322744241493
227,1.5984871286452256,1.9694455559463795
228,1.5743336469213316,1.9523642309270899
229,1.5866011138114993,1.9685477231086594
230,1.5869527323998758,2.012309321412132
231,1.5272773965528226,1.9159246554389904
232,1.537391239648225,1.9574120528471666
233,1.569227428867285,1.929188568616206
234,1.5248274463718574,2.2193429331950405
235,1.5521951424070857,1.965507869792201
236,1.54351620906101,2.0639224267845666
237,1.5252144806927823,2.0396269933993745
238,1.5899874636788351,1.9105175023914367
239,1.5024542874739686,2.017708709695704
240,1.563398918987118,1.9934669872547894
241,1.5746495271065115,2.0012378106093776
242,1.4975473855015922,1.888387978137271
243,1.4838332989688288,2.2723940058735765
244,1.5440322346667377,2.1349487714460653
245,1.5065326115156805,1.955352665575799
246,1.453222828122977,2.046546956356856
247,1.462701813791313,2.0535856472530933
248,1.4777100616040713,2.0017422220581804
249,1.493956011507868,1.9461509389891536
250,1.4690633593533462,1.9807229841308407
251,1.4744243011133158,2.2196242506705897
252,1.4596636027771739,1.9214300671910178
253,1.4743581416197904,1.9048834420197682
254,1.4524197727021975,1.9890409129755116
255,1.4180952017665556,1.896762712063955
256,1.4135192672217625,2.032896318077289
257,1.4699537538855896,1.946781416583357
258,1.4617815811678374,1.9722109129398613
259,1.423183261367732,1.9119470511140368
260,1.457860826330088,2.133760564949446
261,1.47558481466037,1.8645245112882178
262,1.3825004015038347,2.027701448276768
263,1.4204829758513282,2.0189989159277966
264,1.4407219008059267,1.8957699666024577
265,1.3360015098615423,1.93404760376587
266,1.401782116286931,1.9420050591294449
267,1.3784920865246821,1.9276966312147663
268,1.4097477942815633,1.8725635783877146
269,1.3744387601652757,1.9333952000854764
270,1.3696735764110284,1.861379198010401
271,1.3607051087071464,2.024585922840671
272,1.400052421903896,1.8717612711275566
273,1.385177056524332,1.8945258408208367
274,1.383417418353869,1.860601815596819
275,1.3845955447944556,1.95210125769903
276,1.3577543359792752,1.8811922326908193
277,1.343293617187351,1.907833103491233
278,1.328373093411515,1.8647423136534311
279,1.327155936583583,1.9212607316655754
280,1.3317933235800994,1.8646738570250412
281,1.3036262508190124,1.9073728783380421
282,1.3240622532145958,1.927770373820928
283,1.3192758040423673,1.8757250496090296
284,1.3106071732671096,1.9913832843406996
285,1.335062147999253,1.889215283389562
286,1.3051899198660828,1.8340436981933206
287,1.3172105707672639,1.9079813257067444
288,1.2755744669801323,1.933734983203729
289,1.278217609008244,1.9579612868276688
290,1.3126948811484307,1.8861265590144107
291,1.2821415022658202,1.8505611327247762
292,1.2593763636892572,1.884105957304895
293,1.2353031456188461,1.8825818786705069
294,1.3539806922555202,1.8953646956225387
295,1.292861773726073,1.9310247456532348
296,1.2965468822823853,1.8798293485461628
297,1.2496223807524574,1.8674265195359174
298,1.2878761402104404,1.8961198546433014
299,1.268066848610179,1.9111920049251188
300,1.2450638571374641,2.067886818976919
301,1.3014001843030436,1.91574595234707
302,1.2751396656065672,1.8652789201293765
303,1.2829271319725957,1.858343090039388
304,1.2554066594028057,1.8769838741150806
305,1.2773381675419702,1.9996793920840237
306,1.2492415729661033,1.8928598138063284
307,1.2162009654747552,1.8775150548987767
308,1.2224934916953956,1.9157024341607187
309,1.241047604725002,1.8503816780803983
310,1.1889795550663063,1.8853077298508993
311,1.2381261906464713,1.9220301622732134
312,1.2578713163728392,1.8312222663220425
313,1.205308076290922,2.0452059149031316
314,1.2907565966144863,1.9476464629975005
315,1.2259939326992562,1.8537110358668805
316,1.223190131889767,1.9082349295979157
317,1.2391424205738686,1.8826620488972503
318,1.199596393147246,1.8056884915299896
319,1.1656661930767094,1.8693787881945023
320,1.1918123537484888,1.8353949533101963
321,1.2093016098406661,1.8824827611219086
322,1.2132362350066153,1.8384911361650167
323,1.211245416917249,1.8881653428813303
324,1.1567427212515935,1.991120027825479
325,1.1800719247281064,1.9010356752715263
326,1.2158132078482906,1.8709342541273446
327,1.1791023069918198,1.8239011253016604
328,1.2078299385119993,1.82397421648687
329,1.174515453542791,1.9049676915308742
330,1.1363938540833223,1.7820811977732292
331,1.1493146045090816,1.8215204931145228
332,1.1769055583263752,1.965477388706682
333,1.165318857375781,1.8237227855075508
334,1.143645964613278,1.8822719285526646
335,1.149920003400728,1.8827525400383118
336,1.1315511189295824,1.8111322188240178
337,1.1451540540939527,1.7961053913189917
338,1.1687980535739546,1.8603134370896535
339,1.1491770753838686,1.8133522671873954
340,1.1872670538272931,1.8160127909398562
341,1.1253140963868768,1.947110077704668
342,1.1673135207885734,1.840171933610537
343,1.141139613561946,1.8004146706981086
344,1.1214208352381354,1.8545901959170368
345,1.113111893954668,1.8967255990200893
346,1.1326839696535962,1.8599354207966172
347,1.1317659952205317,1.881417819325937
348,1.11571745309783,1.8743627366622593
349,1.1198144365654221,1.8307248701328858
350,1.1192343998223746,1.777234348399145
351,1.1231167614080149,1.8777355728248266
352,1.0857116605945571,1.8203497216992939
353,1.089676910699733,1.8095457148313903
354,1.1123222374412498,1.9191785405034754
355,1.085206381891537,1.8269843463914897
356,1.0893568173251602,1.8241426593105348
357,1.110362929137288,1.8123287129797239
358,1.10424591853615,1.835193336715829
359,1.045414878491451,1.7919518753294226
360,1.092544866366959,1.8223591765690914
361,1.1288869301984692,1.9520080376785538
362,1.132608006986235,1.8056895224965248
363,1.0753556339591477,1.879597357748815
364,1.0694104957915525,1.8282020268853176
365,1.0378344883980768,1.7920186223157573
366,1.0462674917714603,1.8550098178737628
367,1.0958239941653272,1.7859233062830826
368,1.0743788397205014,1.7861733714998458
369,1.0263335339318547,1.7946028845316657
370,1.0516310346541355,1.8488009632753697
371,1.0842281256534325,1.851868451755784
372,1.045827659879531,1.7800829705381693
373,1.0461807708169109,1.8615005495684955
374,1.0667133544079213,1.840063943703727
375,1.0411506213725497,1.8314144532194352
376,1.0523900322743893,1.7987402533770749
377,1.0152055711234118,1.8153587205486208
378,1.055135760681356,1.904355217159468
379,1.056926151859279,1.7539056482241007
380,1.0189330289461735,1.832189753288156
381,1.035415634097829,1.8040552821204325
382,1.0578544230247933,1.8611020091121688
383,1.072026021998508,1.8556894861014483
384,1.0537013783567943,1.8821842663316053
385,1.0188952406639051,1.795521377216205
386,1.0215640197200493,1.7931743921076782
387,1.0413447080445861,1.8753516410009248
388,1.039410910706395,1.8148948415087933
389,1.0190862516049892,1.9829727021523622
390,1.0560088631110607,1.835798170161067
391,1.0286022041054452,1.8070588508161751
392,1.040131089023947,1.8427521729183323
393,1.0013718642087914,1.7852051402860778
394,1.0132204931752413,1.7855694484390003
395,0.9838630330336373,1.9308328100284937
396,0.9794346595153983,1.8344319092717423
397,1.02317590147842,1.9282659234124828
398,1.0520913087386625,1.7908107820061698
399,0.9751685040002046,1.8309175319218036
400,0.9905246246941298,1.8411434241433187
401,0.9712246553528422,1.8311519219782268
402,0.9702761659210134,1.8008280399841963
403,0.9854810222617792,1.828204535383346
404,0.9669273548633255,1.8311091152695804
405,0.968271567057635,1.7569817334101516
406,1.045036000885353,1.7825422825483015
407,0.9986429683822594,1.8704980030599037
408,0.9692855962632048,1.8401740565591254
409,0.9859449092026308,1.7778852639586438
410,0.9857328034698614,1.8117779303678136
411,1.0028775955305018,1.7620924844446257
412,0.9669909102595484,1.7985198049433542
413,0.9549785489394715,1.9198288175547775
414,0.9874243978865437,1.7898537511576944
415,0.9468911078788586,1.8240558170969772
416,0.9589556344909898,1.8357352325814298
417,1.0302843515165683,1.94334248335279
418,1.0042770789372828,1.8179187874576466
419,0.9724469710059028,1.7556639461347732
420,0.9421286822347488,1.8156196354703897
421,0.9668324827079361,1.774536058741238
422,0.9214711706141193,1.788923687571371
423,0.9564379216552801,1.812537166066088
424,0.924740570573584,1.8199856883798633
425,0.9647777978658217,1.766514380416402
426,0.9330192030238832,1.8152337844962099
427,0.9366815610386289,1.8158757086766542
428,0.9679190202091535,1.8000296358046233
429,0.9293620570481559,1.7431030136267884
430,0.9204201033553762,1.7609478737522262
431,0.9568979552898348,1.768842037810306
432,0.9252341226956434,1.8938829431394628
433,0.9059311916541599,1.7947028700186114
434,0.9093010592659044,1.797899929574415
435,0.901492554097222,1.7665428925608577
436,0.9224730209466102,1.7750048710388573
437,0.9203120819219996,1.7601609684554298
438,0.9202017236150462,1.7913017288099369
439,0.9008885514145506,1.7688246922883761
440,0.8940509520929328,1.750241079446488
441,0.906542062318483,1.9032902838932049
442,0.9049760598015809,1.8834856841118353
443,0.8915394314632765,1.7884367804979224
444,0.9109344333854407,1.8306139684067282
445,0.934257675735903,1.7914833127092673
446,0.8742404187293544,1.8222066119599423
447,0.9092075505272283,1.7854784130091343
448,0.8901959215815247,1.8697124156295315
449,0.9068998831283184,1.825857879195094
450,0.9230496343508603,1.7732852446696534
451,0.8619925774009811,1.800791380876213
452,0.8880460024780705,1.8284322298912883
453,0.8804820891614051,1.7625541882492473
454,0.8688366888047941,1.8274254664661964
455,0.9233480579066479,1.8236968274859724
456,0.8687761578392009,1.7800206442667112
457,0.8628483370698347,1.7876938535652551
458,0.8572590406027624,1.7803691320567094
459,0.9008827902148311,1.7801698708926013
460,0.8822393594483643,1.7667412391558919
461,0.8567341714746134,1.7829453508913258
462,0.8644498235718991,1.7803141400650901
463,0.8839046641101207,1.754545933726855
464,0.9138959304737229,1.9032393527941773
465,0.867954118568307,1.9462132431156036
466,0.8975738057572888,1.7676519131012467
467,0.8913038692788925,1.747531920530541
468,0.8520742101763175,1.784739357322725
469,0.8979223872707156,1.7684409616096484
470,0.862697383187445,1.7920690073357337
471,0.8193373939030971,1.7868980878005947
472,0.8471626564594578,1.785023662736179
473,0.8829976529207461,1.8285429480518356
474,0.8926195225314205,1.7432097464578786
475,0.8726826555453757,1.8669175540186749
476,0.8351478769813804,1.7745793539038117
477,0.854925484150204,1.7739995283011978
478,0.8902915322693618,1.7681446656451463
479,0.8490793271194372,1.8023773336603928
480,0.8497249619309818,1.7962440745655148
481,0.8417195357165873,1.776612445903636
482,0.8876676974410632,1.7790039189933184
483,0.8655293263660374,1.7974176972003135
484,0.8546110575770909,1.864336395635607
485,0.8620903031772871,1.7758412839866649
486,0.8448629475919543,1.8257066367031722
487,0.8242229532163413,1.8193927822013525
488,0.8739501534156626,1.7979839099723887
489,0.81596314809983,1.797092836917145
490,0.8058256272725737,1.7683937398750773
491,0.8150647122808932,1.7848650640838977
492,0.8438836550630757,1.7757571192552417
493,0.8329891228303844,1.7889210985948811
494,0.8200005000210377,1.8307302639627063
495,0.8483383592612248,1.7838776500382272
496,0.8685441064423272,1.7958940450116814
497,0.8078894358400127,1.7639923545041891
498,0.8038411790881435,1.8166982102243676
499,0.8044844895795167,1.844914130022132
500,0.8618037861696293,1.759104118726211
501,0.8102723717649295,1.775655684072416
502,0.7969124124376021,1.8004952550422035
503,0.8241856935654991,1.8093011600311824
504,0.8352516103654095,1.7692232479948629
505,0.8089936511804537,1.766539555645465
506,0.7771006614542547,1.7441445947966265
507,0.7804242495022525,1.7664626928305796
508,0.7844447543160723,1.789317242006385
509,0.7902378275115729,1.8337242473876898
510,0.8017470375768087,1.7561038524162453
511,0.8198204209168424,1.756083338859714
512,0.7829633483543678,1.8015213523593447
513,0.8259245149568486,1.7837899350420758
514,0.8180529168108379,1.7909353564882018
515,0.8093861603528236,1.8198709912317632
516,0.8006572906013454,1.7773770063063774
517,0.7722530505985162,1.7601450850511815
518,0.8133907775526252,1.7594593242055656
519,0.7877196048655583,1.784567013217814
520,0.7667886149481281,1.7638316259464824
521,0.7972394742618863,1.7771368338414901
522,0.7970993190569586,1.8228084290382196
523,0.8056679496133613,1.7965699833953446
524,0.8204360256633562,1.8077029604079662
525,0.7933559266244015,1.771486292041258
526,0.7861265176248802,1.8120243495432884
527,0.7567185705559425,1.7337656831068544
528,0.7935120411796971,1.7635889618305676
529,0.7509170154108495,1.855670054945099
530,0.8112560379238324,1.7992098428840522
531,0.7793478700743709,1.7842868302315256
532,0.7637033176406429,1.8182871049099951
533,0.7690071568019519,1.775098925998784
534,0.760881116120455,1.784586667363227
535,0.7823814141896612,1.8889842534217327
536,0.8040242972776785,1.80325734069656
537,0.7814607259190811,1.7965401494783213
538,0.7676543709828462,1.773928237678786
539,0.7687827215012636,1.748073806771291
540,0.7746820834560915,1.7733924676672246
541,0.7729954719430249,1.7564920977341734
542,0.7490838503946424,1.7812170515880004
543,0.7791076696124698,1.8762095012967632
544,0.8274774226982909,1.759253091975124
545,0.7716157914518343,1.7773865928070014
546,0.7742364370960841,1.8446764608969481
547,0.739098275130637,1.7957092614855936
548,0.7615121931654171,1.754969299358625
549,0.7825417971656803,1.7540784373789549
550,0.74648211007047,1.768217032000186
551,0.7851720896341734,1.7695916126003
552,0.7587796241441476,1.7888150560800489
553,0.7256317721238595,1.7492258837159742
554,0.7668054746779888,1.879193094523383
555,0.748072303673545,1.776129153533062
556,0.7454212047775428,1.7671652742292765
557,0.7308201008095829,1.8309554771817294
558,0.7496819550080149,1.7790044654467843
559,0.7310562733112095,1.746440359396089
560,0.7171051743855419,1.7980565968378401
561,0.7146655457705491,1.7466681211878934
562,0.7380317265515913,1.8122578846063544
563,0.7561017495863915,1.7458470696584036
564,0.6979552833089253,1.7645148436694043
565,0.7608313586258098,1.7863520386372262
566,0.7025149772142439,1.7577918814032483
567,0.7242412118758494,1.7678479644855993
568,0.7242160882212029,1.8453653961769265
569,0.7629446517270918,1.8024139337100624
570,0.7330088666638755,1.7719189018447083
571,0.7227725619608619,1.7909386509137437
572,0.7488623788023056,1.7770874413919624
573,0.7042296578917829,1.7961341106022957
574,0.7154514488951306,1.8311919629487037
575,0.7107712680869671,1.770449938512432
576,0.7343621370507243,1.8436607844999988
577,0.786156221413431,1.7978043996848867
578,0.7049029152540194,1.7724082967415602
579,0.7319926825416818,1.8815884128387532
580,0.7216172186921861,1.7844526495234625
581,0.688489184991657,1.7579985088674899
582,0.723742921039594,1.8192034539142907
583,0.7225741344225126,1.7933441440738256
584,0.7041911776327219,1.8006359597825479
585,0.6954287601190267,1.7583817003959012
586,0.7086537462776741,1.814021804078495
587,0.7313945200201498,1.7701448834976392
588,0.7311556950453458,1.771506936041168
589,0.7121942853045878,1.755643735333305
590,0.7305963208159929,1.7855966631536186
591,0.7030847543580943,1.7827668663045864
592,0.7214211582165312,1.7559250834124895
593,0.7073817479275585,1.8655357645006423
594,0.7170416984163823,1.7682295558208452
595,0.6796683564078191,1.7622622091801745
596,0.7039156096793897,1.7666577308037275
597,0.679977279682089,1.781717671132539
598,0.7217263778056037,1.8334974264376191
599,0.6957142881492167,1.7883107764673143
600,0.712059257186059,1.7999207337537553
